"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"65458",1,5,6,5,2,5,5,3,2,3,1,1,5,6,5,1,2,5,2,1,6,4,5,2,4
"65459",2,5,5,6,5,6,5,5,2,1,1,1,5,6,5,1,1,2,1,1,6,4,5,2,2
"65460",1,5,6,5,6,4,4,5,2,4,2,1,6,6,6,2,4,2,4,1,6,1,5,6,2
"65462",2,5,5,4,4,5,6,4,2,2,1,2,4,4,6,6,6,2,3,5,5,2,5,5,3
"65466",5,5,2,2,4,4,6,5,4,5,4,4,4,6,4,6,6,5,6,4,5,4,5,5,5
"65467",2,6,6,6,6,5,5,4,3,2,1,2,5,6,5,3,3,3,2,2,5,5,5,6,2
"65470",1,5,4,4,5,5,4,4,1,2,1,1,4,5,5,3,3,2,3,2,4,4,4,6,3
"65472",1,6,6,6,6,5,5,4,2,2,2,4,4,5,3,3,4,2,3,3,5,2,4,6,2
"65473",1,5,5,6,4,4,4,4,2,2,1,4,3,6,4,NA,4,4,4,6,5,4,4,4,4
"65474",4,4,5,4,4,5,3,3,2,3,3,4,5,3,5,2,4,4,3,4,4,2,4,4,3
"65475",4,4,4,4,4,5,6,2,2,4,6,4,6,6,4,1,1,2,4,3,6,1,6,6,1
"65476",1,6,5,5,5,5,2,5,3,5,4,4,5,4,3,4,4,5,6,4,6,4,6,6,1
"65477",1,4,6,2,5,6,6,4,1,4,6,6,6,1,4,5,4,4,4,6,6,2,6,6,1
"65479",1,6,5,6,5,6,5,5,2,3,5,6,2,3,4,3,4,2,5,2,4,3,4,5,2
"65484",5,3,5,6,4,5,5,3,2,6,1,1,4,5,6,NA,5,6,4,2,6,5,3,6,3
"65487",1,6,6,6,6,6,5,5,1,4,1,1,5,6,5,1,1,4,1,5,6,5,6,6,2
"65488",1,6,4,2,6,4,4,6,5,1,2,2,2,4,4,3,3,1,1,5,4,6,1,5,5
"65490",1,6,6,6,6,5,5,4,4,2,2,1,5,4,5,4,3,3,2,1,6,1,5,5,2
"65491",3,6,5,6,6,3,2,4,3,6,1,1,5,6,6,1,2,2,1,1,5,3,5,4,6
"65494",5,5,5,5,3,4,5,5,1,2,1,2,4,5,6,5,4,4,2,6,4,5,5,4,2
"65496",3,4,3,4,3,3,4,4,3,4,NA,5,3,1,1,3,4,3,4,5,3,4,3,4,3
"65499",1,6,6,4,5,5,4,5,1,1,2,1,5,6,6,1,5,1,1,2,6,4,5,5,2
"65501",1,4,4,6,4,5,5,4,2,3,NA,4,2,3,4,3,3,4,4,3,3,1,3,5,1
"65502",1,6,6,5,6,6,5,4,1,4,2,2,6,5,6,2,2,3,2,1,6,4,6,4,2
"65503",5,2,2,4,4,5,5,5,1,1,6,5,2,2,5,3,2,2,5,2,2,1,4,4,6
"65504",2,4,5,5,5,3,3,4,5,3,4,4,6,5,5,6,5,6,4,4,5,1,5,4,5
"65506",2,6,5,5,5,5,6,5,2,2,1,2,4,6,6,1,2,2,2,3,6,1,5,6,4
"65510",1,4,6,5,6,6,4,4,5,6,2,3,6,6,4,1,2,2,5,1,6,2,5,5,3
"65511",2,6,4,3,4,1,4,1,4,6,1,6,2,2,6,6,6,6,6,5,3,6,3,5,6
"65512",1,4,4,4,4,5,5,3,2,4,2,4,3,4,4,4,4,4,4,5,6,4,4,6,1
"65515",2,4,4,6,4,5,6,4,1,5,2,4,4,5,3,4,5,5,5,5,4,2,5,6,2
"65519",5,2,2,2,4,2,2,4,6,4,4,4,4,2,2,3,5,4,6,3,6,1,5,6,4
"65522",1,5,5,6,5,5,5,5,1,4,2,3,4,5,4,1,1,1,1,4,5,1,4,5,2
"65523",1,5,5,5,4,4,5,5,4,6,4,5,5,2,5,4,NA,5,5,4,6,4,5,5,4
"65524",2,5,5,5,6,6,5,6,1,1,2,1,6,5,5,2,2,1,1,1,5,1,6,4,1
"65526",2,5,5,6,4,4,4,4,2,3,3,3,4,4,4,1,2,1,2,1,4,3,4,4,3
"65527",4,5,5,6,4,6,6,6,1,2,2,3,4,4,6,3,4,4,2,4,4,3,6,6,1
"65528",2,2,5,5,3,3,4,3,2,3,2,2,3,5,2,3,3,4,2,3,5,1,5,5,2
"65529",2,5,4,4,4,3,4,5,2,2,4,5,2,4,3,2,2,2,2,3,3,2,2,6,3
"65532",1,4,3,4,5,5,4,5,2,1,5,2,4,4,5,3,2,5,2,4,5,3,4,5,2
"65536",4,5,5,6,5,5,5,3,2,4,1,4,4,6,6,1,3,1,1,1,6,2,6,5,1
"65538",1,6,6,5,6,6,3,4,1,3,1,1,6,5,6,3,2,1,1,NA,6,1,1,6,1
"65545",3,4,4,6,3,4,4,2,2,5,4,4,3,4,3,4,5,4,4,3,NA,5,5,4,4
"65547",2,6,5,6,6,6,5,5,2,4,4,4,6,6,6,3,4,4,4,2,5,2,5,6,4
"65548",2,4,5,4,4,6,6,NA,1,1,2,2,2,5,5,2,2,1,2,2,5,2,NA,4,2
"65549",2,4,4,3,4,2,4,4,6,6,3,4,1,2,6,6,6,3,6,5,5,5,4,1,3
"65551",2,5,5,4,5,5,4,4,1,3,2,3,4,5,5,3,4,3,2,2,4,2,4,6,1
"65552",1,5,5,6,6,5,6,6,1,1,5,4,5,5,6,1,4,1,4,1,NA,5,5,6,5
"65556",1,6,6,6,6,4,4,4,2,2,1,1,6,6,6,1,2,3,1,1,6,1,6,4,1
"65557",1,6,5,4,6,5,5,5,2,3,4,4,3,2,3,5,4,6,5,6,6,1,5,5,1
"65563",1,6,5,4,5,6,2,5,1,1,1,1,5,6,6,1,1,1,1,1,6,1,6,6,1
"65564",2,5,6,5,6,6,5,1,4,1,1,1,5,6,5,1,1,4,1,1,6,6,4,6,5
"65565",5,2,3,4,2,6,6,6,1,1,5,5,2,2,5,5,6,2,2,1,5,1,5,4,2
"65566",2,6,5,6,3,6,6,6,1,1,5,NA,2,6,5,2,2,1,1,2,6,1,6,4,1
"65568",1,6,4,6,4,6,5,5,5,5,4,5,3,2,4,5,6,5,2,4,6,1,4,6,1
"65569",2,5,6,4,6,4,5,6,3,2,2,2,6,6,5,4,4,3,2,3,6,2,5,5,2
"65571",1,6,6,6,6,5,5,4,3,5,3,5,5,4,5,3,4,2,4,5,6,3,5,6,3
"65575",1,5,5,5,5,5,2,2,6,5,6,4,2,6,4,1,2,3,NA,1,6,6,5,2,5
"65577",3,2,3,5,3,1,5,2,4,6,5,6,2,1,1,6,6,6,4,5,4,1,1,6,1
"65578",3,6,5,6,5,5,5,6,1,1,2,3,4,4,5,4,4,4,3,2,5,4,4,5,2
"65580",1,6,6,4,6,5,2,1,5,5,1,1,5,6,5,4,4,6,1,6,6,4,5,5,4
"65583",1,5,5,6,4,6,6,6,2,1,2,2,5,6,5,1,1,1,1,1,6,5,5,5,1
"65584",1,6,6,5,6,4,3,5,3,2,2,2,4,5,4,2,3,4,3,4,3,4,4,6,1
"65586",2,5,6,6,4,5,6,5,1,1,5,1,5,6,6,3,4,3,2,4,5,2,5,5,2
"65589",1,6,6,6,6,6,6,3,1,1,1,1,6,6,6,6,6,6,6,3,6,6,6,6,1
"65591",3,6,6,5,6,4,3,4,5,1,1,1,5,6,3,2,3,1,4,3,4,4,5,5,2
"65592",3,5,6,6,5,4,6,3,3,2,5,3,5,5,5,1,3,4,5,1,5,1,5,5,2
"65593",1,6,6,6,6,6,5,6,1,2,1,2,5,5,4,2,5,2,2,1,6,1,6,5,1
"65595",2,6,2,6,5,4,5,6,2,3,NA,1,5,6,4,2,2,1,2,2,6,3,5,4,3
"65598",1,6,5,5,5,5,5,2,3,5,1,2,4,6,5,1,2,1,2,2,4,1,5,5,3
"65599",1,5,2,4,2,5,6,6,5,6,6,5,1,2,5,4,5,4,5,NA,5,6,1,3,3
"65600",2,5,6,6,5,4,3,4,5,5,2,5,5,4,4,3,4,4,6,3,6,1,5,5,2
"65602",5,5,5,2,6,5,4,4,4,6,2,6,5,5,5,5,6,6,4,6,5,2,5,4,4
"65605",2,6,6,6,5,4,4,4,1,1,1,1,4,5,4,1,2,1,1,2,4,2,4,5,2
"65606",2,6,6,6,4,3,5,3,4,4,6,5,3,NA,3,2,3,3,5,4,6,1,6,6,1
"65612",1,6,4,1,4,5,3,3,4,5,3,4,4,1,4,3,4,5,6,3,5,5,5,6,4
"65613",1,5,6,6,4,3,3,1,5,6,5,6,5,3,3,6,6,4,6,5,5,5,2,6,3
"65618",3,2,5,4,4,NA,3,4,3,1,3,2,4,5,3,3,3,3,4,4,3,2,3,2,3
"65620",1,6,6,4,6,5,5,5,1,2,5,4,5,5,5,4,4,4,2,5,5,2,5,6,2
"65628",4,6,5,6,5,4,4,3,2,2,2,1,5,6,6,2,3,2,2,1,6,2,6,5,5
"65629",2,5,5,2,5,3,2,NA,2,3,2,3,NA,4,4,5,4,6,4,3,5,2,4,5,2
"65630",4,4,2,2,1,2,2,5,5,6,6,6,1,1,2,3,5,4,5,4,4,2,4,6,3
"65631",1,5,6,5,6,4,2,5,2,2,1,3,5,5,5,1,1,2,2,2,5,2,6,5,2
"65632",1,5,6,6,5,4,5,5,5,2,1,4,3,6,2,1,1,2,1,1,6,4,4,5,2
"65633",3,4,2,1,1,6,6,3,1,1,6,3,6,2,6,1,5,4,2,2,6,1,5,5,1
"65634",2,6,5,6,6,6,6,4,1,2,3,4,3,5,5,2,5,5,3,5,5,2,6,5,1
"65635",1,6,6,6,6,4,4,2,2,2,1,2,5,5,5,1,1,4,4,1,6,1,6,6,1
"65636",3,4,4,4,3,6,6,5,2,3,5,5,4,2,4,3,3,3,3,5,5,2,4,5,2
"65641",1,5,5,6,5,5,5,4,3,3,2,2,5,6,5,2,2,1,1,3,5,4,5,5,3
"65643",5,5,5,4,5,4,2,3,4,5,1,1,5,6,6,2,5,5,5,1,6,4,5,5,1
"65646",2,4,5,6,4,5,4,5,2,2,2,2,1,5,5,3,5,5,3,5,5,4,4,5,2
"65648",NA,5,6,6,5,6,5,5,2,2,2,2,5,6,6,1,2,3,NA,2,5,4,5,4,2
"65649",3,4,5,6,5,4,4,5,2,1,4,3,3,4,4,1,2,4,2,3,4,2,4,5,2
"65651",2,6,6,6,5,5,4,6,2,2,2,2,5,5,5,2,3,2,2,4,4,3,4,6,3
"65652",2,6,5,6,4,5,5,4,1,2,2,1,6,6,6,1,3,2,1,2,5,1,5,4,2
"65653",3,4,4,5,4,4,4,3,3,4,4,4,3,3,3,2,2,3,3,3,3,2,5,4,3
"65654",4,4,4,6,3,6,5,6,1,5,4,1,5,5,6,6,6,5,5,4,6,4,4,5,3
"65656",NA,5,NA,6,6,4,5,5,4,3,4,4,4,5,4,4,5,4,3,5,4,4,3,6,NA
"65659",5,3,2,5,2,6,3,4,2,2,1,2,5,5,6,3,5,2,2,3,5,1,5,2,2
"65664",3,4,4,6,6,4,5,5,4,2,3,4,5,5,5,6,5,4,3,3,5,4,5,6,3
"65668",5,4,4,6,NA,5,6,6,3,1,4,3,4,5,5,3,1,3,4,3,4,3,3,3,5
"65671",1,5,6,5,5,2,2,1,3,5,1,2,5,5,6,1,2,2,2,1,6,2,5,4,2
"65673",3,4,5,5,5,5,5,4,2,2,4,5,4,3,4,3,4,4,4,3,4,3,3,5,2
"65674",2,6,5,6,5,4,3,5,2,3,1,2,5,2,6,4,2,4,5,4,4,2,5,6,2
"65675",2,5,5,5,5,5,6,6,1,2,2,3,4,6,5,4,5,2,4,5,5,4,6,5,1
"65678",1,5,5,3,4,6,6,4,2,5,3,2,4,5,4,5,5,5,6,1,5,1,4,5,1
"65679",1,6,6,6,6,4,5,3,4,4,1,2,NA,6,6,1,4,6,1,1,6,1,6,6,1
"65680",2,6,6,6,5,5,4,5,2,2,1,2,5,6,5,4,4,4,4,4,6,1,4,6,3
"65682",1,6,6,6,5,4,6,6,1,2,5,2,3,5,5,1,4,1,2,2,5,5,2,6,4
"65684",5,6,6,5,6,5,6,6,1,1,3,1,3,6,6,2,4,2,4,1,5,2,5,4,3
"65687",5,6,3,6,3,3,6,6,1,3,6,6,2,4,6,6,6,6,4,6,6,6,3,4,4
"65694",4,2,5,2,5,6,2,3,4,6,6,6,3,1,2,4,4,6,6,2,6,1,5,6,1
"65695",1,6,NA,6,6,5,5,2,1,5,NA,2,5,5,5,4,4,NA,4,2,5,4,5,3,1
"65696",1,6,6,6,6,5,5,2,1,5,3,2,5,5,5,4,4,4,4,2,5,4,5,3,1
"65698",5,5,2,2,3,5,5,6,NA,3,4,4,4,5,6,2,5,3,3,2,5,5,4,6,4
"65699",5,5,2,2,3,5,5,6,3,3,4,4,4,5,6,2,5,3,3,2,5,5,4,6,4
"65700",6,6,6,6,5,4,3,3,1,2,5,2,3,6,5,2,4,2,4,3,3,4,4,5,3
"65702",5,6,6,6,6,4,3,5,1,2,1,4,2,6,3,3,2,3,2,5,6,2,4,3,3
"65703",2,5,3,5,5,6,NA,6,1,4,4,4,2,2,6,2,2,1,1,5,5,1,5,2,1
"65704",1,5,5,6,6,6,5,5,1,2,1,1,6,6,6,1,2,3,1,2,6,6,4,6,2
"65705",3,4,4,1,3,5,5,4,3,5,5,6,2,1,3,2,6,2,1,2,5,1,6,6,1
"65706",6,6,6,6,6,6,6,6,1,1,1,1,6,6,6,2,6,2,6,1,6,1,6,6,1
"65708",4,NA,3,6,4,2,1,4,4,1,3,3,5,4,6,5,2,1,1,1,6,1,3,1,2
"65709",2,5,3,5,6,3,5,6,3,6,6,6,3,5,5,6,6,6,6,6,4,1,6,6,1
"65710",5,4,3,4,3,2,3,2,6,6,1,5,4,4,3,2,3,4,2,1,6,6,6,6,5
"65711",3,4,5,6,5,6,5,5,3,3,2,4,4,5,5,1,1,5,3,2,5,1,3,5,1
"65712",3,6,5,6,4,5,4,6,2,4,6,NA,3,5,2,3,6,5,NA,1,2,3,1,6,5
"65713",1,5,5,6,6,6,5,5,1,2,1,5,5,6,6,1,1,3,2,2,6,4,5,5,2
"65714",3,5,6,6,6,4,5,4,4,4,2,2,5,6,5,5,3,3,3,2,4,3,5,5,3
"65715",5,1,5,1,4,6,6,5,1,3,2,1,5,6,6,6,6,4,2,5,6,6,5,4,3
"65720",1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,4,1,5,4,1,6,1,6,5,1
"65724",5,2,3,3,3,4,5,3,2,5,5,3,4,3,5,5,5,4,3,1,5,3,5,2,2
"65726",2,5,5,6,5,2,6,5,1,2,3,2,4,5,5,4,4,6,3,1,5,5,4,4,3
"65727",5,2,6,5,5,6,5,6,6,6,4,6,6,5,1,6,6,6,6,6,6,5,6,6,6
"65728",5,3,3,4,4,4,5,5,4,5,5,5,3,3,5,5,5,3,4,4,4,3,5,4,2
"65730",2,4,4,6,4,4,3,3,2,3,3,3,3,5,3,3,3,2,3,3,4,3,4,4,3
"65732",NA,5,6,5,6,1,5,1,4,1,1,1,6,6,6,6,1,1,1,1,6,1,1,1,6
"65733",4,3,2,4,3,6,5,4,2,5,5,3,5,2,5,4,5,2,5,3,5,1,5,6,1
"65734",1,5,6,6,6,6,6,6,1,2,3,5,5,1,6,3,4,4,2,5,4,2,5,4,1
"65738",1,6,5,6,5,5,5,5,2,1,4,3,4,5,5,2,3,3,4,2,5,1,5,4,2
"65740",2,5,5,6,5,5,4,5,4,4,4,2,5,5,4,4,2,3,4,4,5,5,4,5,2
"65742",4,4,5,5,5,2,3,2,4,4,6,6,3,6,4,4,4,5,4,1,5,4,3,4,3
"65743",1,2,2,6,2,6,5,5,1,2,6,3,1,5,2,5,2,6,6,6,4,4,5,5,3
"65744",3,6,3,3,4,5,6,2,2,2,3,6,2,5,3,5,5,5,5,3,6,4,6,6,1
"65745",1,5,5,5,4,5,4,5,2,2,2,2,4,2,6,5,5,5,4,5,3,6,3,4,4
"65746",5,5,5,6,6,5,5,4,1,3,1,1,5,6,5,4,1,2,2,5,5,2,4,2,2
"65747",5,4,2,4,2,4,2,4,3,4,2,6,2,3,6,6,6,6,6,6,2,2,2,6,3
"65748",2,6,6,6,6,6,6,5,3,4,6,2,6,5,6,3,4,5,5,5,5,2,5,5,3
"65752",1,2,5,6,5,4,4,3,3,2,4,3,4,5,2,5,2,2,4,4,5,1,2,5,4
"65758",1,6,5,6,6,5,1,5,1,1,2,1,4,6,6,3,2,2,1,1,5,2,3,5,2
"65762",3,4,5,6,5,4,6,5,4,2,1,5,4,6,5,3,3,3,2,3,5,2,4,3,3
"65763",1,6,5,5,6,6,6,6,1,1,1,2,6,6,5,1,2,4,4,4,6,1,5,6,2
"65764",2,5,2,5,4,4,5,4,2,2,5,4,3,5,3,1,3,1,1,1,4,2,4,5,3
"65765",2,5,4,6,5,3,4,4,2,2,3,4,3,5,5,3,4,4,4,2,4,4,4,5,3
"65767",4,5,3,2,3,6,5,4,4,6,5,3,3,5,4,3,5,4,5,5,3,1,6,5,2
"65777",2,5,5,5,4,4,5,3,2,2,4,3,3,4,3,1,1,1,1,1,4,2,4,5,2
"65778",1,6,6,6,4,6,6,6,1,2,1,1,4,6,6,2,2,2,1,2,6,1,6,6,5
"65779",6,5,6,5,NA,5,4,4,5,6,5,1,NA,6,4,4,4,5,3,5,5,4,4,6,5
"65793",2,5,5,4,5,5,5,6,3,2,1,2,4,6,5,3,3,3,3,2,5,3,5,5,2
"65794",1,6,6,6,6,3,6,4,1,1,4,1,5,6,6,2,4,2,1,1,5,1,5,5,5
"65798",1,6,5,5,4,4,2,2,4,2,2,4,4,5,4,1,1,1,1,1,6,2,4,4,2
"65801",1,6,6,6,6,6,6,6,1,1,1,4,6,6,6,6,6,5,1,1,6,1,6,5,3
"65802",1,6,6,6,6,3,5,3,2,2,1,1,5,6,1,5,4,5,5,2,1,4,4,6,5
"65803",1,6,5,6,6,6,5,5,5,2,1,1,5,6,6,1,1,4,5,6,5,2,4,6,2
"65804",5,4,5,6,4,5,6,6,4,5,4,2,5,5,5,6,5,4,4,2,6,4,5,5,2
"65809",1,6,5,NA,5,4,4,5,2,2,5,4,4,2,4,2,5,3,5,4,5,2,4,6,2
"65811",2,4,5,4,4,2,2,5,2,4,3,3,2,4,5,3,4,1,1,1,4,2,4,5,2
"65813",1,6,5,6,5,4,4,4,3,4,2,2,3,4,4,2,4,2,1,1,3,4,4,5,2
"65816",6,6,4,6,3,4,6,3,6,5,1,4,6,6,6,6,6,6,6,6,6,6,4,6,1
"65818",3,5,5,6,6,4,6,6,1,1,1,1,5,6,6,4,3,2,3,1,6,1,4,6,4
"65820",3,4,5,5,5,5,4,3,1,1,4,4,4,5,5,4,4,4,1,1,3,5,5,3,2
"65822",4,5,5,4,5,4,5,5,1,2,2,1,5,6,6,4,4,2,2,1,6,2,5,5,4
"65825",5,6,5,6,6,5,5,5,1,1,2,3,5,6,5,2,6,2,2,4,5,4,5,5,4
"65826",5,6,3,6,6,5,6,4,1,2,1,1,6,6,6,3,5,2,2,3,6,6,4,6,2
"65828",5,5,2,5,6,4,3,5,3,3,3,4,4,4,4,2,3,4,3,2,4,5,4,3,3
"65831",6,6,6,6,6,5,5,6,1,3,1,2,5,6,5,5,5,2,4,2,4,4,6,6,3
"65834",1,5,5,6,5,5,4,4,2,3,4,4,5,5,5,1,2,2,2,2,4,3,5,2,4
"65836",3,6,6,6,6,3,6,1,1,3,1,1,6,6,6,6,6,6,1,1,6,1,6,6,1
"65838",1,6,6,6,6,6,5,4,6,4,2,2,5,6,5,2,4,3,4,5,6,5,5,6,1
"65839",1,6,5,6,5,5,5,3,5,4,4,1,4,5,6,4,4,3,5,4,4,5,5,6,1
"65840",2,6,6,4,6,4,5,4,1,1,4,1,5,6,6,1,1,1,1,1,5,2,4,6,2
"65841",3,6,6,6,6,6,6,5,1,1,2,4,5,5,5,3,NA,6,5,2,6,5,5,6,2
"65842",5,4,4,3,5,4,4,4,4,5,3,4,4,5,5,3,4,1,3,2,3,1,5,5,2
"65844",1,6,6,5,6,5,4,4,3,2,6,4,5,6,5,4,4,2,3,1,4,6,3,3,6
"65847",2,5,6,6,5,6,6,6,2,1,4,1,5,5,6,5,4,3,3,4,6,2,5,6,5
"65848",2,4,4,6,4,4,5,4,3,2,5,6,1,2,5,3,2,2,4,6,5,5,1,6,3
"65849",1,5,4,6,4,5,NA,4,2,4,2,2,4,5,6,5,5,2,2,2,4,1,5,5,2
"65851",1,4,4,5,4,4,4,4,2,5,2,5,2,3,NA,2,4,1,2,2,1,3,1,5,2
"65852",5,5,6,5,6,6,5,5,1,3,1,1,6,6,6,2,4,2,2,1,6,1,5,5,2
"65856",3,5,5,6,6,4,5,5,2,4,1,2,4,6,5,3,3,3,3,3,3,6,4,4,3
"65857",4,4,2,6,4,NA,5,2,5,6,5,6,4,5,3,6,6,6,5,6,6,6,4,6,4
"65862",1,5,4,6,4,4,3,4,3,4,1,4,5,6,5,4,4,4,5,6,4,4,6,5,3
"65863",4,4,4,6,1,5,5,5,4,2,4,3,4,5,2,5,6,4,4,3,4,6,3,5,4
"65864",1,6,6,6,1,6,5,6,1,1,5,1,4,5,5,1,1,1,1,NA,6,1,3,4,1
"65865",5,6,6,6,6,4,4,4,4,5,2,3,4,6,5,4,3,2,2,2,5,4,4,6,4
"65870",2,5,5,4,6,5,4,5,2,4,5,3,4,5,3,2,4,2,2,1,4,1,3,4,2
"65874",2,6,6,6,5,4,4,5,3,5,5,2,4,4,5,2,4,3,5,5,4,6,4,4,3
"65876",1,5,6,6,6,2,5,6,1,1,3,2,3,6,6,2,4,2,3,3,5,2,3,2,3
"65879",1,6,5,4,4,6,2,4,1,2,4,5,3,4,6,5,5,6,5,6,5,2,3,5,4
"65880",3,2,4,6,5,5,4,5,1,2,1,2,4,6,4,4,5,2,2,4,5,2,4,5,2
"65883",1,6,6,6,4,4,5,5,4,5,6,4,4,4,5,2,4,4,4,2,4,4,4,6,3
"65886",3,4,5,6,5,5,5,5,1,1,6,4,4,4,4,4,1,2,2,2,4,3,3,2,2
"65888",5,1,6,5,5,5,1,5,1,4,4,1,5,6,5,1,1,1,1,1,5,1,6,1,1
"65890",1,5,5,5,5,5,4,5,2,1,1,5,4,5,4,1,4,2,1,1,5,3,4,5,2
"65891",1,6,5,6,5,4,4,3,4,2,1,2,4,5,3,4,5,5,5,6,6,1,5,4,2
"65892",2,6,4,6,2,4,6,4,3,6,2,4,3,5,5,6,6,6,5,6,3,4,4,5,1
"65893",3,5,5,5,4,6,5,6,1,1,1,1,6,6,6,5,5,5,4,2,6,1,6,5,1
"65894",1,6,4,6,6,5,4,5,1,1,6,1,3,4,6,1,1,1,1,4,6,2,4,4,2
"65895",3,4,5,6,3,3,5,3,1,4,6,6,3,1,2,5,5,6,5,4,3,2,2,6,3
"65896",1,5,5,6,5,5,6,4,1,4,1,1,5,6,5,4,4,4,3,2,4,4,6,5,2
"65897",2,5,6,5,5,4,4,6,1,3,4,2,4,3,4,3,4,1,2,1,5,2,4,5,2
"65899",6,5,6,6,6,6,4,3,5,1,1,1,6,6,5,1,3,2,2,3,6,3,6,5,3
"65900",3,3,5,6,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,1,4,3,3
"65901",1,NA,NA,6,5,5,5,5,5,2,5,4,4,5,5,2,1,1,1,2,5,4,4,5,2
"65902",4,5,6,6,6,4,5,1,3,4,5,5,4,6,4,2,2,3,4,4,5,6,5,6,1
"65903",4,4,4,5,6,6,6,6,2,4,1,3,3,6,5,5,5,3,3,1,5,5,5,5,1
"65905",3,6,6,6,6,6,6,5,1,1,2,1,6,6,6,2,2,2,1,2,5,2,5,2,1
"65909",2,6,6,6,4,3,5,4,3,4,1,3,3,6,4,3,2,4,4,4,3,1,5,4,4
"65913",2,5,5,3,5,5,4,5,3,4,2,3,4,4,4,5,4,3,2,5,6,3,5,5,2
"65917",2,6,5,6,6,4,5,5,1,3,1,1,6,5,5,1,2,1,1,1,6,2,5,6,2
"65918",1,6,6,6,6,2,6,1,6,1,4,4,6,6,6,6,5,6,6,5,6,1,6,6,2
"65921",2,5,5,6,6,5,5,5,4,6,2,2,5,6,5,4,5,3,3,4,6,3,3,4,3
"65924",NA,6,5,6,6,NA,6,5,2,2,5,4,4,6,5,6,6,6,6,6,6,6,6,5,5
"65925",2,5,2,6,2,6,6,6,2,3,5,6,2,1,3,6,6,6,6,6,6,1,5,6,1
"65926",4,4,4,6,5,6,5,3,1,1,5,1,1,4,6,1,1,1,1,4,6,1,6,1,2
"65929",5,5,5,6,5,4,5,3,4,NA,2,6,3,5,4,4,5,NA,2,4,4,3,4,NA,3
"65930",5,5,5,6,5,4,5,3,4,3,2,6,3,5,4,4,3,3,2,4,4,3,4,3,3
"65932",1,6,6,6,6,6,3,4,2,5,2,2,3,6,4,3,4,4,3,4,4,4,4,4,3
"65933",3,4,4,4,4,NA,4,NA,3,3,4,4,4,5,4,1,3,3,4,NA,3,3,3,4,4
"65936",3,4,4,4,4,4,4,4,3,3,4,4,4,5,4,1,3,3,4,1,3,3,3,4,4
"65937",1,6,6,5,6,6,5,6,1,1,5,5,4,5,6,1,1,1,4,1,6,5,5,5,1
"65938",5,5,6,6,2,5,5,4,3,4,1,2,5,6,3,3,4,4,3,3,5,4,4,4,4
"65940",2,5,5,6,6,4,6,3,1,2,4,1,3,6,4,2,5,3,1,6,6,1,3,4,2
"65941",2,6,6,6,5,5,4,5,3,1,2,2,5,5,5,4,4,4,4,3,6,4,4,4,3
"65942",2,5,4,4,5,5,2,4,4,4,4,6,2,5,3,3,4,2,4,2,4,2,4,5,3
"65946",4,5,5,6,2,3,4,1,4,5,1,2,4,4,NA,5,6,6,1,5,5,2,4,5,2
"65948",1,6,6,6,6,5,6,5,1,1,1,1,6,6,6,2,1,4,6,4,6,4,6,6,3
"65950",2,3,6,5,5,3,2,2,3,6,2,5,2,5,3,1,4,1,5,3,6,4,5,6,3
"65951",5,6,6,6,6,6,6,5,1,1,1,1,6,6,6,1,1,1,2,1,6,1,6,6,1
"65959",3,5,5,5,5,6,6,2,1,1,2,1,5,6,6,4,4,2,1,1,6,1,6,1,1
"65961",1,6,4,6,5,4,4,3,1,1,5,4,2,4,4,3,3,1,2,5,5,1,3,5,2
"65962",1,5,5,6,5,NA,4,2,1,1,3,1,5,6,5,1,1,1,1,2,6,1,5,4,2
"65965",1,6,5,6,5,4,3,4,5,5,2,5,1,4,2,1,1,1,4,2,4,5,2,5,2
"65969",2,6,6,6,6,5,5,5,4,1,5,4,5,6,5,2,2,4,1,4,1,5,5,6,5
"65971",1,5,3,4,5,3,4,4,3,3,NA,3,4,4,3,3,3,2,3,3,4,4,5,5,3
"65972",1,5,4,5,4,5,4,4,2,NA,4,4,2,5,4,2,3,2,NA,1,2,4,NA,5,3
"65973",1,5,5,5,5,5,5,4,1,2,3,1,4,5,5,2,2,2,1,3,5,3,5,5,1
"65974",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"65976",1,6,6,6,5,4,4,4,1,2,4,1,5,6,5,3,4,4,3,4,4,2,6,6,2
"65977",1,5,5,6,5,6,5,5,1,1,2,5,2,4,3,4,5,4,2,5,2,4,3,6,3
"65981",2,4,2,5,2,5,5,5,1,4,6,6,2,2,5,3,4,3,5,2,4,4,1,5,2
"65986",3,5,5,6,5,5,5,5,4,2,2,4,4,2,4,4,4,5,4,2,5,4,4,5,2
"65987",5,5,3,5,2,5,6,6,1,2,5,6,4,4,4,5,5,6,5,2,6,1,1,6,6
"65988",2,6,5,6,5,4,4,4,2,5,5,1,5,5,3,2,2,3,5,1,6,3,5,3,5
"65989",1,4,6,5,4,4,5,4,3,4,2,6,2,2,2,4,5,4,3,3,5,4,6,6,1
"65990",2,5,5,6,5,4,2,4,4,2,1,6,4,6,5,2,4,1,1,2,4,2,4,4,3
